Alapayevsk,57.8465,61.6915
Alappuzha,9.5004,76.37
Alatyr,54.8504,46.6
Alausí,-2.19,-78.85
Alayat Samail,23.3032,57.9782
Alba Lulia,46.077,23.58
Albacete,39.0003,-1.87
Albany,-35.0169,117.8916
Albany,42.6664,-73.7987
Albany,37.8898,-122.3018
Albany,31.5776,-84.1762
Albany,44.6274,-123.0966
Albemarle,35.36,-80.1921
Albert Lea,43.6548,-93.3643
Albertville,34.2631,-86.2106
Albertville,45.2365,-93.6617
Albina,5.5,-54.05
Albion,43.246,-78.1902
Albion,42.2478,-84.7572
Albuquerque,35.1055,-106.6476
Albury,-36.06,146.92
Alcoa,35.8071,-83.9748
Aldama,22.9204,-98.07
Aldan,58.603,125.3894
Alebtong,2.2447,33.2547
Aledo,32.6973,-97.607
Aleg,17.058,-13.909
Aleksandrovac,43.4609,21.0539
Aleksandrovsk Sakhalinskiy,50.8975,142.1561
Alekseyevka,50.6535,38.6931
Aleksin,54.5143,37.0944
Aleksinac,43.5417,21.7078
Alenquer,-1.9396,-54.79
Aleppo,36.2027778,37.1586111
Aleppo,36.23,37.17
Alert,82.4833,-62.25
Ålesund,62.5454,6.388
Alexander Bay,-28.6083,16.5033
Alexander City,32.924,-85.9353
Alexandria,31.1980556,29.9191667
Alexandria,31.2,29.95
Alexandria,43.9016,25.2867
Alexandria,38.8184,-77.0861
Alexandria,31.2923,-92.47
Alexandria,40.2583,-85.676
Alexandria,45.8748,-95.3784
Alexandria,38.9622,-84.3861
Alexandroupoli,40.8486,25.8744
Aleysk,52.4918,82.7777
Algeciras,36.1267,-5.4665
Algha,49.9032,57.335
Algiers,36.7630556,3.0505556
Algiers,36.7631,3.0506
Algona,43.0743,-94.2302
Algonquin,42.1629,-88.3158
Alhambra,34.084,-118.1355
Ali Bayramli,39.9323,48.9203
Ali Sabih,11.1562,42.7125
Alibunar,45.0789,20.9682
Alicante,38.3512,-0.4836
Alice,27.7556,-98.0653
Alice Springs,-23.701,133.88
Aligarh,27.8922,78.0618
Alipur Duar,26.4837,89.5667
Aliquippa,40.6155,-80.2548
Aliso Viejo,33.5792,-117.729
Aliwal North,-30.6896,26.71
Allahabad,25.45,81.85
Allahabad,25.455,81.84
Allanmyo,19.3783,95.2279
Allegan,42.5299,-85.8462
Allen,33.1087,-96.6735
Allen Park,42.2597,-83.2107
Allendale,41.0332,-74.1332
Allende,28.33,-100.85
Allentown,40.5962,-75.4756
Alliance,42.1021,-102.8768
Alliance,40.9107,-81.1189
Alloa,56.1167,-3.8
Allouez,44.472,-88.0261
Alma,35.4914,-94.2183
Alma,43.38,-84.6556
Almaty,43.25,76.95
Almaty,43.325,76.915
Almenara,-16.17,-40.7
Almería,36.8303,-2.43
Almetyevsk,54.9004,52.3199
Almirante,9.3,-82.4
Alofi,-19.0167,-169.9167
Aloja,57.7672,24.8774
Alor Setar,6.1133,100.3729
Alotau,-10.3021,150.4591
Alpena,45.0745,-83.4383
Alpharetta,34.0704,-84.2739
Alpine,30.364,-103.6651
Alpine,40.4621,-111.7728
Al-Qatif,26.5196,50.0115
Alsip,41.6701,-87.7368
Alsunga,56.9801,21.564
Alta,69.9666,23.2417
Alta Floresta,-9.9,-55.91
Alta Gracia,-31.66,-64.43
Altagracia de Orituco,9.8504,-66.38
Altamira,-3.1996,-52.21
Altamonte Springs,28.6616,-81.395
Altata,24.636,-107.9162
Altay,47.8666,88.1166
Altay,46.3722,96.2583
Altdorf,46.879,8.638
Alto Rio Sanguer,-45.0333,-70.8333
Alton,26.2887,-98.3105
Alton,38.9033,-90.1523
Altoona,44.8029,-91.4387
Altoona,40.5084,-78.401
Altoona,41.6468,-93.4768
Altus,34.6566,-99.3051
Al?ksne,57.4216,27.0466
Alva,36.8011,-98.6679
Alvin,29.382,-95.2924
Alvorada,-12.47,-49.082
Alwar,27.5454,76.6049
Alxa Zuoqi,38.839,105.6686
Alytus,54.3964,24.0414
Am Djarass,16.0659,22.8431
Am Timan,11.0333,20.2833
Amahai,-3.3281,128.9405
Amapá,2.05,-50.8
Amarillo,35.1999,-101.8297
Amasya,40.6537,35.833
Ambala,30.32,76.82
Ambanja,-13.6829,48.45
Ambarchik,69.651,162.3336
Ambato,-1.2696,-78.62
Ambatondrazaka,-17.8329,48.4167
Ambler,40.1564,-75.2215
Ambon,-3.7167,128.2
Ambridge,40.5922,-80.2264
Ambriz,-7.855,13.125
Ambrolauri,42.5211,43.1622
Amderma,69.763,61.6677
American Canyon,38.1798,-122.2583
American Fork,40.3815,-111.7935
Americana,-22.7499,-47.33
Americus,32.0737,-84.2248
Ames,42.0262,-93.6275
Amherst,45.8166,-64.2166
Amherst,41.4022,-82.2303
Amiens,49.9004,2.3
Amityville,40.6696,-73.4156
Amman,31.95,35.9333
Ammon,43.4748,-111.9559
Amnat Charoen,15.8585,104.6288
Amol,36.4713,52.3633
Amolatar,1.6378,32.8448
Amory,33.9813,-88.4823
Amos,48.5666,-78.1167
Amravati,20.95,77.77
Amritsar,31.633056,74.865556
Amritsar,31.64,74.87
Amsterdam,52.35,4.9166
Amsterdam,42.9419,-74.1906
Amudat,1.95,34.95
Amuria,2.0036,33.6511
Amursk,50.2228,136.8974
Amuru,2.8139,31.9387
An Cabhán,53.9908,-7.3606
An Nabk,31.3333,37.3333
An Najaf,32.0003,44.3354
An Nasiriyah,31.0429,46.2676
Anaco,9.44,-64.46
Anacortes,48.4878,-122.6291
Anadarko,35.0653,-98.244
Anadyr,64.737,177.475
Anaheim,33.839,-117.8572
Anamosa,42.1091,-91.2759
Anápolis,-16.3196,-48.96
Añatuya,-28.4661,-62.8333
Anchorage,61.1508,-149.1091
Ancona,43.6004,13.4999
Ancud,-41.87,-73.83
Anda,46.4,125.32
Andalusia,31.3101,-86.4781
Andamooka,-30.431,137.1656
Anderson,40.4509,-122.2961
Anderson,40.0875,-85.6921
Anderson,34.521,-82.6477
Andijon,40.79,72.34
Andkhvoy,36.9317,65.1015
Andoany,-13.4,48.2666
Andoas,-2.9021,-76.4025
Andong,36.5659,128.725
Andorra,42.5,1.5165
Andover,45.2571,-93.3264
Andover,37.687,-97.1352
Andradina,-20.9096,-51.3799
Andrews,32.3211,-102.5522
Andrijevica,42.7339,19.7919
Androka,-25.0219,44.0749
Anenii Noi,46.8784,29.2348
Änew,37.8875,58.516
Ang Thong,14.5833,100.45
Angangxi,47.1601,123.8
Angarsk,52.56,103.92
Angeles,15.1451,120.5451
Angers,47.48,-0.53
Angier,35.5069,-78.7395
Angleton,29.1689,-95.4288
Angoche,-16.23,39.91
Angol,-37.79,-72.71
Angola,41.6431,-85.005
Angra do Heroísmo,38.6504,-27.2167
Angren,41.0304,70.1549
Ankang,32.68,109.02
Ankara,39.911652,32.840305
Ankara,39.9272,32.8644
Ankaran,45.5786,13.7361
Ankeny,41.7279,-93.6033
Anlu,31.27,113.67
Ann Arbor,42.2757,-83.7312
Anna,33.3475,-96.5512
Anna,37.4612,-89.2388
Anna Regina,7.2704,-58.5001
Anna Regina,7.2635,-58.4804
Annaba,36.92,7.76
Annapolis,38.9705,-76.5047
Annecy,45.9,6.1167
Anniston,33.6713,-85.8137
Anoka,45.21,-93.3894
Anqing,30.5,117.05
Ansan,37.3481,126.8595
Anshan,41.123611,122.99
Anshan,41.115,122.94
Anshun,26.2504,105.93
Ansonia,41.3443,-73.0689
Antalaha,-14.8833,50.2833
Antalya,36.89,30.7
Antananarivo,-18.9166667,47.5166667
Antananarivo,-18.9166,47.5166
Anthony,32.0131,-106.5985
Anthony,31.9876,-106.5933
Antigo,45.1409,-89.1551
Antigonish,45.6269,-61.9982
Antigua Guatemala,14.5667,-90.7333
Antioch,37.9789,-121.7958
Antioch,42.4744,-88.072
Antipolo,14.5886,121.1757
Antofagasta,-23.65,-70.4
Antrim,54.7129,-6.2085
Antsirabe,-19.85,47.0333
Antsiranana,-12.2765,49.3115
Antsohihy,-14.8661,47.9834
Antwerpen,51.2204,4.415
Anuradhapura,8.35,80.3833
Anxi,40.5004,95.8
Anyang,36.08,114.35
Anykš?iai,55.5246,25.1066
Anzhero Sudzhensk,56.08,86.04
ÃœrÃ¼mqi,43.800965,87.600459
Aomori,40.825,140.71
Aosta,45.737,7.315
Apac,1.9845,32.534
Apa?e,46.6972,15.9106
Apache Junction,33.3982,-111.5349
Apatin,45.6709,18.9843
Apatity,67.5731,33.393
Apatzingán,19.08,-102.35
Ape,57.5394,26.694
Apex,35.7248,-78.866
Apia,-13.8415,-171.7386
Apodi,-5.65,-37.8
Apolo,-14.7196,-68.42
Apopka,28.7006,-81.5303
Appenzell,47.3333,9.4167
Apple Valley,34.5329,-117.2102
Apple Valley,44.7456,-93.2006
Appleton,44.2775,-88.3896
Apsheronsk,44.4687,39.7287
Apucarana,-23.55,-51.47
Aqadyr,48.2749,72.8599
Aqsay,51.1714,53.0349
Aqsu,52.4502,71.9597
Aqtau,43.6232,51.2365
Aqtobe,50.28,57.17
Aquidauana,-20.4696,-55.79
Ar Ramadi,33.42,43.3
Ar Raqqah,35.9304,39.02
Ar Rayy?n,25.2919,51.4244
Ar Rust?q,23.3908,57.4244
Ar Rutbah,33.0385,40.2845
Arab,34.3309,-86.499
Aracaju,-10.9,-37.12
Aracati,-4.56,-37.77
Araçatuba,-21.21,-50.45
Ara?inovo,42.0264,21.5619
Araçuaí,-16.8596,-42.0699
Arad,46.17,21.32
Arafat,18.0583,-15.9621
Araguaína,-7.19,-48.21
Araguari,-18.64,-48.2
Arak,34.0804,49.7
Aral,46.8,61.6666
Aran?elovac,44.3077,20.5612
Aranguez,10.6472,-61.4461
Aransas Pass,27.8881,-97.1128
Aranyaprathet,13.6824,102.4969
Araouane,18.9,-3.53
Arapiraca,-9.75,-36.67
Arapongas,-23.41,-51.43
Arar,30.99,41.0207
Araranguá,-28.94,-49.5
Ararat,-37.2795,142.91
Arauca,7.0907,-70.7616
Arawa,-6.228,155.566
Araxá,-19.5796,-46.95
Arba Minch,6.04,37.55
Arcadia,27.2213,-81.8586
Arcadia,34.1342,-118.0373
Arcata,40.862,-124.0754
Archangel,64.575,40.545
Archbald,41.5077,-75.5453
Archdale,35.9035,-79.9612
Archer Lodge,35.6909,-78.3744
Arcoverde,-8.42,-37.07
Arctic Bay,73.0333,-85.1666
Ardabil,38.25,48.3
Ardahan,41.1087,42.7022
Arden Hills,45.0722,-93.1671
Ardmore,34.1944,-97.1251
Areguá,-25.3125,-57.3847
Arendal,58.4648,8.766
Arequipa,-16.42,-71.53
Arezzo,43.4617,11.875
Argentia,47.3004,-53.99
Århus,56.1572,10.2107
Arica,-18.5,-70.29
Arilje,43.755,20.097
Arima,10.6374,-61.2823
Aripuana,-9.17,-60.64
Ariquemes,-9.9396,-63.08
Arjona,10.26,-75.35
Arkadelphia,34.1245,-93.0719
Arkansas City,37.0726,-97.0386
Arlington,48.1698,-122.144
Arlington,32.6998,-97.1251
Arlington,35.2595,-89.668
Arlington Heights,42.0955,-87.9825
Arlit,18.82,7.33
Arlon,49.6833,5.8167
Armagh,54.3481,-6.6496
Armavir,40.1545,44.0382
Armavir,45.0004,41.13
Armenia,4.5343,-75.6811
Armidale,-30.5123,151.6675
Arnhem,51.988,5.923
Arnold,38.4294,-90.3725
Arqalyq,50.2418,66.8976
Arras,50.2833,2.7833
Arrecife,28.969,-13.5378
Arroyo Grande,35.1243,-120.5849
Arroyos y Esteros,-25.05,-57.09
Arsenyev,44.1623,133.2823
Arta,11.5264,42.8519
Artashat,39.9539,44.5506
Artemisa,22.8134,-82.7619
Artemovsk,54.3487,93.4355
Artemovskiy,57.3652,61.8698
Artesia,32.8479,-104.4277
Artesia,33.8676,-118.0806
Artigas,-30.416,-56.486
Artvin,41.183,41.818
Arua,3.0204,30.9
Arusha,-3.36,36.67
Arvada,39.8321,-105.1508
Arvayheer,46.25,102.7666
Arviat,61.1086,-94.0586
Arvin,35.1944,-118.8306
Arxan,47.1833,119.9666
Arys,42.4369,68.8048
Arzamas,55.4,43.8
As Salt,32.0392,35.7272
As Samawah,31.3099,45.2803
As Sib,23.6802,58.1825
As Sidr,30.6704,18.2666
As Sulaymaniyah,35.5613,45.4309
As Sulayyil,20.4623,45.5722
As Suwayda,32.7004,36.5666
Asaba,6.1985,6.7274
Asadabad,34.866,71.15
Asahikawa,43.755,142.38
Asansol,23.6833,86.9833
Asau,-13.5196,-172.6378
Asbest,57.023,61.458
Asbury,42.5118,-90.7799
Asbury Park,40.2226,-74.0118
Ascension,-15.6996,-63.08
Ascensión,31.1,-107.98
Asela,7.9504,39.1399
Ash Shatrah,31.4175,46.1772
Ash Sh???n?yah,25.3709,51.2226
Ash Shihr,14.7593,49.6092
Asha,54.998,57.2726
Ashburton,-43.8983,171.7486
Asheboro,35.7159,-79.8128
Asheville,35.5703,-82.5536
Ashgabat,37.95,58.3833
Ashland,37.7597,-77.4715
Ashland,46.5801,-90.8715
Ashland,40.7811,-76.3451
Ashland,40.8671,-82.3163
Ashland,38.4593,-82.6449
Ashland,42.1905,-122.6992
Ashtabula,41.8805,-80.7984
Ashtarak,40.3017,44.3592
Ashton-under-Lyne,53.5,-2.1
Ashville,39.7248,-82.9581
Ashwaubenon,44.4796,-88.089
Asino,56.9931,86.1627
Asmara,15.3333,38.9333
Asosa,10.067,34.5333
Aspen,39.1948,-106.837
Assab,13.01,42.73
Assen,53,6.55
Assis,-22.6596,-50.42
Assomada,15.1,-23.6833
Astana,51.1811,71.4278
Astara,38.456,48.875
Asti,44.93,8.21
Astoria,46.1856,-123.8047
Astrakhan,46.3487,48.055
Asunción,-25.2964,-57.6415
Aswan,24.0875,32.8989
Asyut,27.19,31.1799
At Bashy,41.1725,75.7968
At Tafilah,30.8333,35.6
At Taif,21.2622,40.3823
Atakpamé,7.53,1.12
Atamyrat,37.8248,65.1997
'Ataq,14.55,46.8
Atar,20.5166,-13.05
Atascadero,35.4827,-120.6858
Atasu,48.6903,71.6499
Atbara,17.71,33.98
Atbasar,51.8219,68.3477
Atchison,39.5629,-95.1368
Athabasca,54.717,-113.2666
Athens,37.9833,23.7333
Athens,32.2053,-95.8348
Athens,35.4573,-84.6042
Athens,34.7846,-86.9516
Athens,33.9508,-83.3689
Athens,39.3269,-82.0988
Atherton,-17.2703,145.4694
Atherton,37.4539,-122.2032
Ati,13.2171,18.3333
Atikokan,48.7504,-91.6166
Atkarsk,51.8765,44.9961
Atlanta,33.1136,-94.1672
Atlanta,33.7627,-84.4231
Atlantic,41.3957,-95.0139
Atlantic Beach,30.3372,-81.4128
Atlantic City,39.3795,-74.4524
Atlixco,18.9,-98.45
Atmore,31.0927,-87.4763
Atoka,35.4229,-89.7862
Atoyac,17.2,-100.43
Attalla,34.0049,-86.104
Attapu,14.808,106.839
Attard,35.8897,14.4425
Attawapiskat,52.9166,-82.4333
Attica,42.8641,-78.2798
Attleboro,41.9311,-71.295
Atwater,37.3543,-120.5981
Atyrau,47.1127,51.92
Aubrey,33.3029,-96.9843
Auburn,47.3039,-122.2108
Auburn,42.9338,-76.5684
Auburn,38.8948,-121.0778
Auburn,32.6084,-85.4897
Auburn,34.0151,-83.8316
Auburn,41.3666,-85.0559
Auburn,44.085,-70.2492
Auburn Hills,42.6734,-83.2447
Auburndale,28.0966,-81.8007
Auce,56.4667,22.8833
Auckland,-36.8481,174.763
Audubon,39.8906,-75.0723
Augsburg,48.35,10.9
Augusta,33.3644,-82.0708
Augusta,44.3341,-69.7319
Augusta,37.6953,-96.9909
Auki,-8.7678,160.6978
Aurangabad,19.883333,75.333333
Aurangabad,19.8957,75.3203
Aurangabad,24.7704,84.38
Aurora,39.7085,-104.7274
Aurora,41.7638,-88.2901
Aurora,41.3118,-81.345
Aurora,36.968,-93.7199
Austell,33.8202,-84.6453
Austin,30.3038,-97.7545
Austin,43.672,-92.9744
Autlan,19.77,-104.37
Auxerre,47.8004,3.5666
Avaré,-23.11,-48.93
Avarua,-21.25,-159.75
Aveiro,40.641,-8.651
Avenal,36.0312,-120.116
Aventura,25.9566,-80.1371
Avon,39.6448,-106.5138
Avon,39.7604,-86.3916
Avon,41.4485,-82.0187
Avon Lake,41.4945,-82.016
Avon Park,27.5934,-81.5086
Avondale,33.3858,-112.3236
Awasa,7.06,38.477
Awb?r?,26.5903,12.7751
Aweil,8.7666,27.4
Awjilah,29.108,21.2869
Awka,6.2104,7.07
Ayacucho,-13.175,-74.22
Ayakoz,47.9647,80.4297
Ayan,56.4542,138.1673
Ayapel,8.3304,-75.15
Ayaviri,-14.8796,-70.6
Aybak,36.261,68.04
Ayden,35.4697,-77.4187
Ayd?n,37.85,27.85
Aylesbury,51.8167,-0.8
Ayorou,14.7318,0.9195
Ayoun el Atrous,16.6666,-9.6167
Ayr,-19.5702,147.3995
Ayr,55.4504,-4.6167
Ayutla,16.9004,-99.22
Ayutthaya,14.3588,100.5684
Az Aubayr,30.3892,47.708
Az? Z?a‘?yin,25.5774,51.4831
Az Zahran,26.2914,50.1583
Az Zarqa,32.07,36.1
Az Zawiyah,32.7604,12.72
Azare,11.6804,10.19
Azle,32.8954,-97.5379
Azogues,-2.74,-78.84
Aztec,36.8189,-107.9823
Azua,18.454,-70.729
Azul,-36.7796,-59.87
Azusa,34.1386,-117.9124
BÃ©nin,6.335045,5.627492
Baalbek,34.0058,36.2181
Babahoyo,-1.7996,-79.54
Babanusa,11.3334,27.8
Babati,-4.2195,35.75
B'abda,33.8333,35.5333
Babruysk,53.1266,29.1928
Babušnica,43.068,22.4115
Babylon,40.6949,-73.3271
Ba?,45.3923,19.2367
B?c Giang,21.267,106.2
B?c K?n,22.1333,105.8333
B?c Liêu,9.2804,105.72
B?c Ninh,21.1861,106.0763
Bacabal,-4.23,-44.8
Bac?u,46.5784,26.9196
Ba?ka Palanka,45.2519,19.3916
Ba?ka Topola,45.8152,19.6369
Ba?ki Petrovac,45.3616,19.592
Bacolod,10.6317,122.9817
Badajoz,38.8804,-6.97
Baddeck,46.1,-60.754
Bade,24.9575,121.2989
Badulla,6.9837,81.0499
Bærum,59.9135,11.3472
Bafang,5.1704,10.18
Bafatá,12.167,-14.666
Bafia,4.7504,11.23
Bafoulabé,13.8004,-10.82
Bafoussam,5.4904,10.4099
Bafra,41.5682,35.9069
Bafwasende,1.0838,27.2666
Bagamoyo,-6.4396,38.89
Bagdarin,54.4333,113.6
Bagé,-31.32,-54.1
Baghdad,33.3386111,44.3938889
Baghdad,33.3386,44.3939
Baghlan,36.1393,68.6993
Baglung,28.2667,83.5833
Bago,17.32,96.515
Baguio City,16.43,120.5699
Bahawalpur,29.39,71.675
Bahía Blanca,-38.74,-62.265
Bahir Dar,11.6001,37.3833
Bahraich,27.6204,81.6699
Baia Mare,47.6595,23.5791
Baicheng,45.62,122.82
Baie-Comeau,49.2227,-68.158
Bainbridge,30.9046,-84.5722
Bainbridge Island,47.6439,-122.5434
Baiquan,47.6018,126.0819
Bairin Zuoqi,43.9837,119.1834
Bairnsdale,-37.8296,147.61
Baishan,41.9,126.43
Bajina Bašta,43.9709,19.5655
Bajram Curri,42.3333,20.0833
Bakal,54.9459,58.7959
Baker,30.5833,-91.1578
Baker City,44.7749,-117.832
Baker Lake,64.317,-96.0167
Bakersfield,35.3528,-119.0354
Baki,9.8921,43.3853
Baku,40.395278,49.882222
Baku,40.3953,49.8622
Balaka,-14.9889,34.9591
Balak?n,41.7263,46.4048
Balakhna,56.4943,43.5944
Balakovo,52.03,47.8
Balancán,17.8,-91.53
Balanga,14.6761,120.5361
Balashov,51.5535,43.1631
Balboa,8.95,-79.5667
Balcarce,-37.8333,-58.25
Balch Springs,32.7194,-96.615
Baldone,56.7445,24.4008
Baldwin,44.9543,-92.3708
Baldwin,40.3691,-79.9668
Baldwin Park,34.0829,-117.972
Baldwinsville,43.157,-76.3318
Baler,15.7589,121.5607
Bal?kesir,39.6504,27.89
Balikpapan,-1.25,116.83
Balkanabat,39.5124,54.3649
Balkh,36.7501,66.8997
Ballarat,-37.5596,143.84
Ballina,-28.8614,153.568
Ballston Spa,43.0068,-73.8524
Ballwin,38.5949,-90.5501
Ballymena,54.8612,-6.2763
Balqash,46.8532,74.9502
Balsas,-7.52,-46.05
Baltasar Brum,-30.73,-57.32
B?l?i,47.7591,27.9053
Baltimore,39.3051,-76.6144
Baltinava,56.9439,27.644
Balvi,57.1287,27.27
Balykchy,42.456,76.1854
Balyqshy,47.0666,51.8666
Balzan,35.9003,14.455
Balzers,47.0667,9.5025
Bam,29.1077,58.362
Bama,11.5204,13.69
Bamako,12.65,-8
Bambari,5.762,20.6672
Bamenda,5.96,10.15
Bamian,34.8211,67.521
Ban Houayxay,20.2775,100.4128
Ban L?ng,13.7394,106.9873
Banamba,13.5504,-7.45
Banbridge,54.3509,-6.267
Banda Aceh,5.55,95.32
Bandar Lampung,-5.43,105.27
Bandar Seri Begawan,4.8833,114.9333
Bandarbeyla,9.4833,50.8167
Bandar-e Bushehr,28.92,50.83
Bandar-e-Abbas,27.2041,56.2721
Bandjarmasin,-3.33,114.5801
Bandundu,-3.31,17.38
Bandung,-6.903889,107.618611
Bandung,-6.95,107.57
Banes,20.9629,-75.7186
Banff,51.178,-115.5719
Banfora,10.6304,-4.76
Bangalore,12.983333,77.583333
Bangalore,12.97,77.56
Bangassou,4.7338,22.8166
Banghazi,32.1167,20.0667
