Country,City,AccentCity,Region,Population,Latitude,Longitude
af,bala duri-ye yakom,Bala Duri-ye Yakom,03,,36.061823,68.670868
af,bala-dzhaukul',Bala-Dzhaukul',27,,34.477778,68.290833
af,bala'er,Bala'er,08,,32.640573,67.622885
af,balagha,Balagha,23,,32.170091,65.475803
af,balaghah,Balaghah,23,,32.170091,65.475803
af,bala ghayl,Bala Ghayl,40,,35.025791,69.177483
af,balagh,Balagh,39,,33.148971,66.139088
af,balagh chineh,Balagh Chineh,39,,32.541541,65.675106
af,balagh cineh,Balagh Cineh,39,,32.541541,65.675106
af,balaghel,Balaghel,40,,35.025791,69.177483
af,bala gheyl,Bala Gheyl,40,,34.9575,68.884444
af,balagheyl,Balagheyl,40,,35.025791,69.177483
af,balaghli,Balaghli,32,,35.60735,67.56793
af,balagil',Balagil',40,,35.025791,69.177483
af,balahesar,Balahesar,32,,35.982947,67.467832
af,balahesar,Balahesar,40,,34.946833,68.837965
af,balahisar,Balahisar,32,,35.982947,67.467832
af,bala hisar,Bala Hisar,40,,34.946833,68.837965
af,balahkanday bandah,Balahkanday Bandah,34,,35.074749,70.918159
af,balah katsah,Balah Katsah,35,,34.64306,70.436308
af,bala-i-band,Bala-i-Band,41,,33.682197,66.547613
af,bala-i-gardanak,Bala-i-Gardanak,09,,34.601688,66.468513
af,bala-i-gardan,Bala-i-Gardan,08,,33.62564,67.934239
af,bala-i-koh,Bala-i-Koh,05,,34.321613,66.542446
af,bala-i-koh,Bala-i-Koh,41,,34.205382,66.264583
af,bala'ir,Bala'ir,08,,32.640573,67.622885
af,balair,Balair,08,,32.640573,67.622885
af,bala-i-sufra,Bala-i-Sufra,41,,33.902778,66.923611
af,bala jari,Bala Jari,01,,36.865585,70.084045
af,bala jawqol,Bala Jawqol,27,,34.477778,68.290833
af,bala jawqul,Bala Jawqul,27,,34.477778,68.290833
af,bala jow qol,Bala Jow Qol,27,,34.477778,68.290833
af,bala jow qowl,Bala Jow Qowl,27,,34.477778,68.290833
af,balakaca,Balakaca,35,,34.64306,70.436308
af,balakacha,Balakacha,35,,34.64306,70.436308
af,balakachah,Balakachah,35,,34.64306,70.436308
af,balakala,Balakala,05,,34.388333,67.085833
af,bala kala,Bala Kala,06,,32.623402,62.421272
af,bala-kala,Bala-Kala,06,,32.623402,62.421272
af,balakala,Balakala,13,,34.463056,69.238889
af,balakala,Balakala,27,,34.486111,68.783333
af,balakala,Balakala,40,,34.865674,68.733301
af,bala-kalavazir,Bala-Kalavazir,17,,34.003842,69.085865
af,balakanda-banda,Balakanda-Banda,34,,35.074749,70.918159
af,balakande bandeh,Balakande Bandeh,34,,35.074749,70.918159
af,balakandi bandeh,Balakandi Bandeh,34,,35.074749,70.918159
af,balakarez,Balakarez,13,,34.625869,69.033715
af,bala karez,Bala Karez,13,,34.625869,69.033715
af,bala kariz,Bala Kariz,13,,34.625869,69.033715
af,bala kariz,Bala Kariz,23,,31.610021,65.749806
af,bala khel,Bala Khel,08,,32.871641,67.499982
af,balakhel,Balakhel,40,,34.9575,68.884444
af,bala khel,Bala Khel,40,,34.9575,68.884444
af,balakheyl,Balakheyl,08,,32.871641,67.499982
af,balakheyl,Balakheyl,18,,34.221405,70.045647
af,balakheyl',Balakheyl',18,,34.221405,70.045647
af,balakheyl,Balakheyl,40,,34.9575,68.884444
af,balakheyl',Balakheyl',40,,34.9575,68.884444
af,balakhisar,Balakhisar,40,,34.946833,68.837965
af,bala koh,Bala Koh,09,,34.616947,66.359276
af,bala koh,Bala Koh,13,,34.439109,69.146749
af,bala koh,Bala Koh,30,,36.575833,66.820278
af,bala koh-e deh afghanan,Bala Koh-e Deh Afghanan,13,,34.519662,69.169541
af,bala koh-e deh mazang,Bala Koh-e Deh Mazang,13,,34.51705,69.153593
af,balakokh,Balakokh,30,,36.575833,66.820278
af,balal khel,Balal Khel,18,,34.221405,70.045647
af,bala maidan,Bala Maidan,08,,32.93814,67.392185
af,bala mokhow-ye,Bala Mokhow-ye,26,,36.152211,69.9478
af,bala morghab,Bala Morghab,38,,35.347174,70.148498
af,balamurgab,Balamurgab,38,,35.347174,70.148498
af,bala murghab,Bala Murghab,02,,35.584191,63.329563
af,balamurghab,Balamurghab,38,,35.347174,70.148498
af,bala murghab,Bala Murghab,38,,35.347174,70.148498
af,balanah qerghu'i,Balanah Qerghu'i,08,,33.507715,67.976376
af,balanah-qirgho'i,Balanah-Qirgho'i,08,,33.507715,67.976376
af,balanah takhak,Balanah Takhak,05,,34.218855,67.021827
af,balana-kirgoy,Balana-Kirgoy,08,,33.507715,67.976376
af,balana-qergho'i,Balana-qergho'i,08,,33.507715,67.976376
af,bala nasar,Bala Nasar,41,,33.870223,67.23726
af,balanatakhak,Balanatakhak,05,,34.218855,67.021827
af,balana takhak,Balana Takhak,05,,34.218855,67.021827
af,balanau,Balanau,05,,34.313588,67.383289
af,balanaw,Balanaw,05,,34.313588,67.383289
af,bala naw,Bala Naw,05,,34.313588,67.383289
af,balanddareq,Balanddareq,30,,35.946005,66.683207
af,balanddariq,Balanddariq,30,,35.946005,66.683207
af,balandvarkh,Balandvarkh,28,,32.62997,67.103622
af,balaneh takhak,Balaneh Takhak,05,,34.218855,67.021827
af,balangur,Balangur,07,,35.677471,64.04541
af,balanow,Balanow,05,,34.313588,67.383289
af,balanzai,Balanzai,23,,31.603643,67.131228
af,balanza'i khune,Balanza'i Khune,34,,35.241732,71.255122
af,balanzai khune,Balanzai Khune,34,,35.241732,71.255122
af,balanzay,Balanzay,23,,31.603643,67.131228
af,balanzay-khune,Balanzay-Khune,34,,35.241732,71.255122
af,bala panayrak,Bala Panayrak,02,,35.516577,63.570616
af,bala panerak,Bala Panerak,02,,35.516577,63.570616
af,balaqal`a,Balaqal`a,05,,34.388333,67.085833
af,balaqal`a,Balaqal`a,08,,33.292178,67.381764
af,balaqala,Balaqala,27,,34.486111,68.783333
af,balaqal`a,Balaqal`a,40,,34.865674,68.733301
af,bala qal`ah,Bala Qal`ah,05,,34.388333,67.085833
af,bala qal`ah,Bala Qal`ah,06,,32.623402,62.421272
af,bala qal`ah,Bala Qal`ah,08,,33.292178,67.381764
af,bala qal`ah,Bala Qal`ah,13,,34.49027,69.273528
af,bala qal`ah,Bala Qal`ah,27,,34.486111,68.783333
af,bala qal`ah,Bala Qal`ah,40,,34.865674,68.733301
af,bala qal`ah-ye hasan khel,Bala Qal`ah-ye Hasan Khel,13,,34.463056,69.238889
af,bala qal`ah-ye tor,Bala Qal`ah-ye Tor,32,,35.645668,67.349995
af,bala qal`ah-ye wazir,Bala Qal`ah-ye Wazir,17,,34.003842,69.085865
af,balaqal`a-i-tor,Balaqal`a-i-Tor,32,,35.645668,67.349995
af,balaqal`eh,Balaqal`eh,05,,34.388333,67.085833
af,bala qal'eh,Bala Qal'eh,06,,32.623402,62.421272
af,bala qal`eh,Bala Qal`eh,08,,33.292178,67.381764
af,bala qal`eh,Bala Qal`eh,40,,34.865674,68.733301
af,balaqal`eh,Balaqal`eh,40,,34.940559,68.893522
af,bala qal`eh wazir,Bala Qal`eh Wazir,17,,34.003842,69.085865
af,balaqal`eh-ye tur,Balaqal`eh-ye Tur,32,,35.645668,67.349995
af,bala qal`eh-ye vazir,Bala Qal`eh-ye Vazir,17,,34.003842,69.085865
af,bala qal`eh-ye wazir,Bala Qal`eh-ye Wazir,17,,34.003842,69.085865
af,bala qara,Bala Qara,08,,34.013543,68.044295
af,bala qol,Bala Qol,41,,33.496569,65.590996
af,bala qowl,Bala Qowl,41,,33.496569,65.590996
af,balasad,Balasad,03,,35.990385,69.621559
af,balasane khaldare,Balasane Khaldare,13,,34.553883,68.980761
af,balasan-e khaldari,Balasan-e Khaldari,13,,34.553883,68.980761
af,balasane khaldari,Balasane Khaldari,13,,34.553883,68.980761
af,balasani-khal'dari,Balasani-Khal'dari,13,,34.553883,68.980761
af,bala sar,Bala Sar,19,,31.942186,62.556664
af,balas,Balas,26,,36.487862,69.633895
af,bala shighlang,Bala Shighlang,08,,34.041352,67.47517
af,balashiglang,Balashiglang,08,,34.041352,67.47517
af,balasighlan,Balasighlan,08,,34.041352,67.47517
af,balasighlang,Balasighlang,08,,34.041352,67.47517
af,bala tang,Bala Tang,05,,34.867236,67.210843
af,bala-tang,Bala-Tang,05,,34.867236,67.210843
af,bala tukhpay,Bala Tukhpay,23,,32.401618,66.301262
af,bala-tukhpay,Bala-Tukhpay,23,,32.401618,66.301262
af,balauri,Balauri,29,,32.336981,68.319298
af,balawri,Balawri,29,,32.336981,68.319298
af,balay,Balay,08,,33.428677,68.650131
af,balay,Balay,23,,31.444572,67.022501
af,bala-ye band,Bala-ye Band,41,,33.682197,66.547613
af,bala-ye gardanak,Bala-ye Gardanak,09,,34.601688,66.468513
af,bala-ye gardan,Bala-ye Gardan,08,,33.62564,67.934239
af,bala-ye koh,Bala-ye Koh,05,,34.321613,66.542446
af,bala-ye koh,Bala-ye Koh,41,,34.205382,66.264583
af,bala-ye kuh,Bala-ye Kuh,41,,34.205382,66.264583
af,bala-ye sofrah,Bala-ye Sofrah,41,,33.902778,66.923611
af,bala-ye sofreh,Bala-ye Sofreh,41,,33.902778,66.923611
af,balayi-gardanak,Balayi-Gardanak,09,,34.601688,66.468513
af,balayi-gardan,Balayi-Gardan,08,,33.62564,67.934239
af,balayi-kokh,Balayi-Kokh,05,,34.321613,66.542446
af,balayi-kokh,Balayi-Kokh,41,,34.205382,66.264583
af,balaykalay,Balaykalay,29,,33.063034,69.229141
af,balay kalay,Balay Kalay,29,,33.063034,69.229141
af,balay kelay,Balay Kêlay,29,,33.063034,69.229141
af,balaynah qal`ah,Balaynah Qal`ah,27,,34.475771,68.054792
af,balaynah qol,Balaynah Qol,27,,34.479444,68.110833
af,balayvali,Balayvali,08,,33.890833,68.181111
af,balay vali,Balay Vali,08,,33.890833,68.181111
af,balay wali,Balay Wali,08,,33.890833,68.181111
af,balazara,Balazara,41,,33.370621,66.268812
af,bala zar,Bala Zar,23,,31.333106,66.581283
af,bala-zar,Bala-Zar,23,,31.333106,66.581283
af,balazer,Balazer,23,,31.333106,66.581283
af,balazharah,Balazharah,41,,33.370621,66.268812
af,bala zhar,Bala Zhar,23,,31.333106,66.581283
af,bala zhir,Bala Zhir,23,,31.333106,66.581283
af,bal'balak,Bal'balak,06,,32.18307,62.937426
af,balbalak,Balbalak,06,,32.18307,62.937426
af,bal'darganak,Bal'darganak,27,,34.286389,68.510833
af,bal'dargan,Bal'dargan,08,,33.432669,67.986642
af,bal'dargangak,Bal'dargangak,05,,34.403645,66.89019
af,bal'dargangak,Bal'dargangak,27,,34.531944,67.995833
af,baldarghanak,Baldarghanak,27,,34.286389,68.510833
af,baldar ghanak,Baldar Ghanak,27,,34.286389,68.510833
af,baldarghan,Baldarghan,08,,33.432669,67.986642
af,baldarghangak,Baldarghangak,05,,34.403645,66.89019
af,baldar ghangak,Baldar Ghangak,05,,34.403645,66.89019
af,baldarghangak,Baldarghangak,27,,34.531944,67.995833
af,baldarghozar,Baldarghozar,32,,35.563569,67.668587
af,baldarghuqol,Baldarghuqol,08,,33.260114,67.19733
af,baldarghu qol,Baldarghu Qol,08,,33.260114,67.19733
af,baldarghuqowl,Baldarghuqowl,08,,33.260114,67.19733
af,baldar ghutu,Baldar Ghutu,05,,34.487962,66.97835
af,baldarghuzar,Baldarghuzar,32,,35.563569,67.668587
af,baldi,Baldi,11,,34.909017,62.450451
af,balekoh,Balekoh,41,,34.243647,65.902904
af,bal-e koh,Bal-e Koh,41,,34.243647,65.902904
af,balekuh,Balekuh,41,,34.243647,65.902904
af,balel,Balel,23,,32.323281,66.183224
af,balenakala,Balenakala,27,,34.475771,68.054792
af,balena qala,Balena Qala,27,,34.475771,68.054792
af,balghali,Balghali,32,,36.062966,67.31668
af,balghali,Balghali,33,,36.116111,66.058889
af,balghaly,Balghaly,32,,36.056133,67.322492
af,balhika,Balhika,30,,36.756352,66.897196
af,baliband,Baliband,41,,33.76008,66.701969
af,bali band,Bali Band,41,,33.76008,66.701969
af,balic,Balic,07,,35.844715,64.710046
af,balich,Balich,07,,35.844715,64.710046
af,balikokh,Balikokh,41,,34.243647,65.902904
af,balil,Balil,23,,32.323281,66.183224
af,balina,Balina,32,,36.022127,67.288439
af,balina-ghiftu nayqala,Balina-Ghiftu Nayqala,08,,33.278822,67.746714
af,balinagiftu-naykala,Balinagiftu-Naykala,08,,33.278822,67.746714
af,balinah,Balinah,32,,36.022127,67.288439
af,balinah-ghiftu nay qal`ah,Balinah-Ghiftu Nay Qal`ah,08,,33.278822,67.746714
af,balinah-ghiftu nayqaleh,Balinah-Ghiftu Nayqaleh,08,,33.278822,67.746714
af,balinah sokhtah,Balinah Sokhtah,08,,33.199784,67.644358
af,balinah sukhteh,Balinah Sukhteh,08,,33.199784,67.644358
af,balinakul',Balinakul',27,,34.479444,68.110833
af,balinaqol,Balinaqol,27,,34.479444,68.110833
af,balinasokhta,Balinasokhta,08,,33.199784,67.644358
af,balineh,Balineh,27,,34.475771,68.054792
af,balineh-ghiftu nayqal`eh,Balineh-Ghiftu Nayqal`eh,08,,33.278822,67.746714
af,balineh qala,Balineh Qala,27,,34.475771,68.054792
af,balinehqowl,Balinehqowl,27,,34.479444,68.110833
af,balinehsukhteh,Balinehsukhteh,08,,33.199784,67.644358
af,balkhab,Balkhab,33,,35.501727,66.50637
af,balkhak,Balkhak,41,,33.764366,66.360887
af,balkh,Balkh,30,,36.756352,66.897196
af,bal khel,Bal Khel,37,,33.559156,69.843289
af,balkherzai,Balkherzai,23,,31.592107,67.166683
af,balkherzay,Balkherzay,23,,31.592107,67.166683
af,bal'kheyl',Bal'kheyl',37,,33.559156,69.843289
af,bal kheyl,Bal Kheyl,37,,33.559156,69.843289
af,balkhian,Balkhian,08,,33.696667,68.197778
af,bal'khian,Bal'khian,11,,34.240608,62.666222
af,balkhian,Balkhian,11,,34.240608,62.666222
af,balkhiyan,Balkhiyan,11,,34.240608,62.666222
af,bal'kh'yan,Bal'kh'yan,08,,33.696667,68.197778
af,balkhyan,Balkhyan,08,,33.696667,68.197778
af,balkhyan,Balkhyan,11,,34.240608,62.666222
af,ballandak radzi,Ballandak Radzi,08,,33.470378,67.428763
af,ballandak razi,Ballandak Razi,08,,33.470378,67.428763
af,balna bughzak,Balna Bughzak,41,,33.763765,66.400335
af,balnah bughzak,Balnah Bughzak,41,,33.763765,66.400335
af,balnah kharbitak,Balnah Kharbitak,41,,33.766919,66.419812
af,balnah-kharbitak,Balnah-Kharbitak,41,,33.766919,66.419812
af,balnah qal`ah,Balnah Qal`ah,05,,34.460087,66.903122
af,balnah qal`ah,Balnah Qal`ah,08,,33.732403,67.717409
af,balnah tughay,Balnah Tughay,41,,33.603192,66.538953
af,bal'nakala,Bal'nakala,05,,34.460087,66.903122
af,bal'nakala,Bal'nakala,08,,33.732403,67.717409
af,balna-kharbitak,Balna-Kharbitak,41,,33.766919,66.419812
af,balnaqal`a,Balnaqal`a,05,,34.460087,66.903122
af,balnaqala,Balnaqala,08,,33.732403,67.717409
af,balnaqal`eh,Balnaqal`eh,05,,34.460087,66.903122
af,balna tughay,Balna Tughay,41,,33.603192,66.538953
af,balocan,Balocan,10,,31.679559,64.235203
af,balocan,Balocan,23,,31.549818,65.323531
af,baloc,Baloc,41,,34.085806,66.301041
af,baloce band,Baloce Band,41,,34.092236,66.308474
af,balochan,Balochan,10,,31.679559,64.235203
af,balochan,Balochan,23,,31.549818,65.323531
af,baloch,Baloch,30,,36.038136,66.787808
af,baloch,Baloch,41,,34.085806,66.301041
af,baloch-e band,Baloch-e Band,41,,34.092236,66.308474
af,balochi-band,Balochi-Band,41,,34.092236,66.308474
af,baloch khan,Baloch Khan,19,,30.894167,61.823056
af,baloch khel,Baloch Khel,14,,34.998074,69.372536
af,balochkheyl',Balochkheyl',14,,34.998074,69.372536
af,balockhel,Balockhel,14,,34.998074,69.372536
af,balogi khunah,Balogi Khunah,29,,32.74255,68.760757
af,balogikhune,Balogikhune,29,,32.74255,68.760757
af,balogi khune,Balogi Khune,29,,32.74255,68.760757
af,balotsan,Balotsan,10,,31.679559,64.235203
af,balotsan,Balotsan,23,,31.549818,65.323531
af,balots kelay,Balots Kelay,28,,31.866838,66.879111
af,balowcheh,Balowcheh,02,,34.90464,63.069537
af,balowchi,Balowchi,30,,36.351559,66.917912
af,balowza'i,Balowza'i,23,,31.267408,66.657484
af,baloza'i,Baloza'i,23,,31.267408,66.657484
af,balozai,Balozai,23,,31.267408,66.657484
af,balozai,Balozai,23,,31.267408,66.657484
af,baltu khel,Baltu Khel,40,,34.996845,69.280098
af,bal'tukheyl',Bal'tukheyl',40,,34.996845,69.280098
af,baltukheyl,Baltukheyl,40,,34.996845,69.280098
af,balucabad,Balucabad,35,,34.532848,70.233086
af,baluca,Baluca,02,,34.90464,63.069537
af,balucak,Balucak,09,,34.43211,65.442764
af,balucan,Balucan,10,,31.679559,64.235203
af,baluc,Baluc,01,,36.847332,70.089767
af,baluc,Baluc,05,,35.019354,67.709268
af,baluc,Baluc,07,,35.713154,64.143929
af,baluc,Baluc,09,,34.101475,63.592995
af,baluc,Baluc,24,,36.8126,68.867418
af,baluc,Baluc,29,,32.776704,68.413387
af,baluc,Baluc,32,,35.637972,67.077469
af,baluchabad,Baluchabad,35,,34.532848,70.233086
af,balucha,Balucha,02,,34.90464,63.069537
af,baluchah,Baluchah,02,,34.90464,63.069537
af,baluchak,Baluchak,09,,34.43211,65.442764
af,baluchan,Baluchan,10,,31.679559,64.235203
af,baluchan,Baluchan,23,,31.549818,65.323531
af,baluch,Baluch,01,,36.847332,70.089767
af,baluch,Baluch,05,,35.019354,67.709268
af,baluch,Baluch,07,,35.713154,64.143929
af,baluch,Baluch,09,,34.101475,63.592995
af,baluch,Baluch,24,,36.8126,68.867418
af,baluch,Baluch,29,,32.776704,68.413387
af,baluch,Baluch,30,,36.038136,66.787808
af,baluch,Baluch,32,,35.637972,67.077469
af,baluch,Baluch,41,,34.085806,66.301041
af,baluch-e band,Baluch-e Band,41,,34.092236,66.308474
af,baluchi,Baluchi,10,,33.111601,65.040823
af,baluchi,Baluchi,11,,33.78673,63.254999
af,baluchi,Baluchi,30,,36.351559,66.917912
af,baluchi,Baluchi,39,,32.755897,65.913958
af,baluchkalay,Baluchkalay,18,,34.389263,70.175117
af,baluch kalay,Baluch Kalay,18,,34.389263,70.175117
af,baluch kalay,Baluch Kalay,28,,31.866838,66.879111
af,baluchkalay,Baluchkalay,28,,32.444301,66.870564
af,baluch kalay,Baluch Kalay,28,,32.768396,67.251863
af,baluch kelay,Baluch Kelay,18,,34.389263,70.175117
af,baluch kelay,Baluch Kelay,28,,31.866838,66.879111
af,baluch khan,Baluch Khan,19,,30.894167,61.823056
af,baluch khaneh,Baluch Khaneh,28,,32.464204,66.672747
af,baluch khel,Baluch Khel,14,,34.998074,69.372536
af,baluch khune,Baluch Khune,28,,32.464204,66.672747
af,baluch shah nader,Baluch Shah Nader,07,,35.90818,64.819481
af,baluch shah nadir,Baluch Shah Nadir,07,,35.90818,64.819481
af,baluci,Baluci,10,,33.111601,65.040823
af,baluci,Baluci,11,,33.78673,63.254999
af,baluc kalay,Baluc Kalay,18,,34.389263,70.175117
af,baluc kalay,Baluc Kalay,28,,31.866838,66.879111
af,baluckhan,Baluckhan,19,,30.894167,61.823056
af,baluc khune,Baluc Khune,28,,32.464204,66.672747
af,baluco naw,Baluco Naw,34,,34.989167,71.306111
af,baluc sah nader,Baluc Sah Nader,07,,35.90818,64.819481
af,baludzhankalay,Baludzhankalay,28,,31.854903,66.944174
af,balujan kalay,Balujan Kalay,28,,31.854903,66.944174
af,balu jan kelay,Balu Jan Kelay,28,,31.854903,66.944174
af,balukchau,Balukchau,10,,32.379105,65.20878
af,balukhchune,Balukhchune,28,,32.464204,66.672747
af,balukhel,Balukhel,17,,33.676389,68.889444
af,balu khel,Balu Khel,17,,33.676389,68.889444
af,balukheyl,Balukheyl,17,,33.676389,68.889444
af,balukheyl',Balukheyl',17,,33.676389,68.889444
af,balukonav,Balukonav,34,,34.989167,71.306111
af,balutsan,Balutsan,10,,31.679559,64.235203
af,baluts kelay,Baluts Kelay,18,,34.389263,70.175117
af,balutso naw,Balutso Naw,34,,34.989167,71.306111
af,baluzai,Baluzai,10,,32.145533,64.938639
af,baluzay,Baluzay,10,,32.145533,64.938639
af,bamaga,Bamaga,33,,36.349884,65.896416
af,bamagah,Bamagah,33,,36.349884,65.896416
af,bamahgah,Bamahgah,33,,36.349884,65.896416
af,bamatkandav,Bamatkandav,18,,33.998219,70.573273
af,bamat kandaw,Bamat Kandaw,18,,33.998219,70.573273
af,bamat kandow,Bamat Kandow,18,,33.998219,70.573273
af,bambah kot,Bambah Kot,18,,34.701935,70.609245
af,bambah kowt,Bambah Kowt,18,,34.701935,70.609245
af,bamba'i,Bamba'i,27,,34.123889,68.628333
af,bambakot,Bambakot,18,,34.701935,70.609245
af,bamba kot,Bamba Kot,18,,34.701935,70.609245
af,bambalestan,Bambalestan,41,,33.455131,66.637095
af,bambalistan,Bambalistan,41,,33.455131,66.637095
af,bambay,Bambay,27,,34.123889,68.628333
af,bamerowzah,Bamerowzah,10,,30.942662,64.149979
af,bameroza,Bameroza,10,,30.942662,64.149979
af,bamestan,Bamestan,01,,37.654859,70.462792
af,bam husain,Bam Husain,35,,34.895076,70.036874
af,bamian,Bamian,05,,34.824167,67.821667
af,bamik,Bamik,30,,36.756352,66.897196
af,bamistan,Bamistan,01,,37.654859,70.462792
af,bamiyan,Bamiyan,05,,34.824167,67.821667
af,bamizai,Bamizai,28,,31.811516,66.350357
af,bamizay,Bamizay,28,,31.811516,66.350357
af,bamo khel,Bamo Khel,18,,34.186317,70.255219
af,bamokheyl',Bamokheyl',18,,34.186317,70.255219
af,bamukheyl,Bamukheyl,18,,34.186317,70.255219
af,bamyan,Bamyan,05,,34.824167,67.821667
af,banader,Banader,10,,30.542639,63.964088
af,banader khvord,Banader Khvord,10,,30.542639,63.964088
af,banagush,Banagush,27,,34.510968,68.114668
af,banahal,Banahal,08,,33.176389,68.439167
af,banakash,Banakash,27,,34.510968,68.114668
af,banak,Banak,09,,34.622505,65.877747
af,banakhal',Banakhal',08,,33.176389,68.439167
af,banam,Banam,01,,35.839856,70.846877
af,banaqas,Banaqas,27,,34.510968,68.114668
af,banaqash,Banaqash,27,,34.510968,68.114668
af,banaq,Banaq,05,,35.320163,67.593508
af,bandaazim,Bandaazim,18,,34.415838,70.334874
af,bandabad,Bandabad,11,,34.240829,62.729427
af,banda,Banda,08,,33.703333,68.277222
af,banda,Banda,18,,34.251511,70.546211
af,banda,Banda,35,,34.860001,70.115273
af,banda,Banda,41,,33.896623,67.226301
af,bandah,Bandah,08,,33.703333,68.277222
af,bandah,Bandah,18,,34.251511,70.546211
af,bandah,Bandah,35,,34.860001,70.115273
af,bandah-e qazi-ye welayati,Bandah-e Qazi-ye Welayati,18,,34.438792,70.496337
af,bandah kachi,Bandah Kachi,35,,34.922932,70.342171
af,bandah khazanah dar,Bandah Khazanah Dar,35,,34.541808,70.272978
af,bandah kohistani,Bandah Kohistani,35,,34.640318,70.327038
af,bandah murdah,Bandah Murdah,41,,33.99,66.568611
af,bandah-ye bemaran,Bandah-ye Bemaran,18,,34.458954,70.34774
af,bandah-ye qazia,Bandah-ye Qazia,18,,34.442562,70.47773
af,banda-i-bemaran,Banda-i-Bemaran,18,,34.458954,70.34774
af,bandaii-bemaran,Bandaii-Bemaran,18,,34.458954,70.34774
af,banda-i-qadzya,Banda-i-Qadzya,18,,34.442562,70.47773
af,banda-i-qadzya welayati,Banda-i-Qadzya Welayati,18,,34.438792,70.496337
af,bandakachi,Bandakachi,35,,34.922932,70.342171
af,bandakaci,Bandakaci,35,,34.922932,70.342171
af,bandakchi,Bandakchi,35,,34.922932,70.342171
af,bandaki,Bandaki,28,,31.7569,66.456212
af,bandalak-e safayd,Bandalak-e Safayd,09,,34.296244,65.497204
af,bandalake safed,Bandalake Safed,09,,34.296244,65.497204
af,bandalak-e sefid,Bandalak-e Sefid,09,,34.296244,65.497204
af,bandali,Bandali,08,,34.061635,67.605823
af,bandali,Bandali,27,,34.379444,67.812778
af,bandamurda,Bandamurda,41,,33.99,66.568611
af,bandaray,Bandaray,27,,34.056242,68.440763
af,bandar,Bandar,07,,35.356111,64.585278
af,bandar,Bandar,19,,30.292031,61.908869
af,bandar-e `abd ol baqi,Bandar-e `Abd ol Baqi,07,,35.3375,64.580278
af,bandare janubi,Bandare Janubi,19,,30.283852,61.934706
af,bandar-e jonubi,Bandar-e Jonubi,19,,30.283852,61.934706
af,bandar-e junubi,Bandar-e Junubi,19,,30.283852,61.934706
af,bandar-e mollaha,Bandar-e Mollaha,07,,35.356111,64.585278
af,bandare samali,Bandare Samali,19,,30.294445,61.906967
af,bandar-e shamali,Bandar-e Shamali,19,,30.294445,61.906967
af,bandar-e shomali,Bandar-e Shomali,19,,30.294445,61.906967
af,bandar-e vasati,Bandar-e Vasati,19,,30.288931,61.907691
af,bandare wasate,Bandare Wasate,19,,30.288931,61.907691
af,bandar-e wasati,Bandar-e Wasati,19,,30.288931,61.907691
af,bandare wasati,Bandare Wasati,19,,30.288931,61.907691
af,bandarghunak,Bandarghunak,09,,34.659323,65.134102
af,bandar ghunak,Bandar Ghunak,09,,34.659323,65.134102
af,bandar-i-`abdulbaqi,Bandar-i-`Abdulbaqi,07,,35.3375,64.580278
af,bandar-i-kamal khan,Bandar-i-Kamal Khan,19,,30.305295,61.895746
af,bandar-i-mullaha,Bandar-i-Mullaha,07,,35.356111,64.585278
af,bandar kholeh,Bandar Kholeh,18,,34.068893,70.764473
af,bandarkhula,Bandarkhula,18,,34.068893,70.764473
af,bandar khulah,Bandar Khulah,18,,34.068893,70.764473
af,bandaspan,Bandaspan,03,,35.691029,69.047476
af,bandayi-kaz'ya,Bandayi-Kaz'ya,18,,34.442562,70.47773
af,band,Band,01,,38.282665,70.829613
af,band,Band,08,,33.298885,68.631119
af,band,Band,28,,32.446998,66.905403
af,bande akarca,Bande Akarca,32,,35.796599,67.397841
af,band-e akarchah,Band-e Akarchah,32,,35.796599,67.397841
af,band-e `ali,Band-e `Ali,08,,33.506744,68.025749
af,band-e `ali,Band-e `Ali,09,,34.523969,65.438102
af,band-e aspan,Band-e Aspan,03,,35.691029,69.047476
af,band-e bagh,Band-e Bagh,41,,33.759488,66.54786
af,band-e bala,Band-e Bala,05,,34.734284,67.706956
af,bande,Bande,34,,34.636496,70.990094
af,band-e baq,Band-e Baq,41,,33.759488,66.54786
af,bande benaws,Bande Benaws,11,,34.372986,63.213688
af,band-e benawsh,Band-e Benawsh,11,,34.372986,63.213688
af,band-e binowsh,Band-e Binowsh,11,,34.372986,63.213688
af,bande cap,Bande Cap,30,,35.83672,66.765502
af,bande cep,Bande Cep,30,,35.8397,66.762458
af,band-e chap,Band-e Chap,30,,35.83672,66.765502
af,band-e chob-e raqol,Band-e Chob-e Raqol,05,,34.196301,66.747733
af,band-e chub-e raqowl,Band-e Chub-e Raqowl,05,,34.196301,66.747733
af,bande cobe raqol,Bande Cobe Raqol,05,,34.196301,66.747733
af,band-e gerdenay,Band-e Gerdenay,28,,32.413182,67.498411
af,band-e girdinay,Band-e Girdinay,28,,32.413182,67.498411
af,bande hawdz,Bande Hawdz,03,,35.92245,69.639701
af,bandeh `azim,Bandeh `Azim,18,,34.415838,70.334874
af,bandeh,Bandeh,18,,34.251511,70.546211
af,bandeh,Bandeh,35,,34.860001,70.115273
af,bandeh mordeh,Bandeh Mordeh,41,,33.99,66.568611
af,band-e howz,Band-e Howz,03,,35.92245,69.639701
af,bandeh-ye bimaran,Bandeh-ye Bimaran,18,,34.458954,70.34774
