,Sehovici,02,,44.4791667,17.2058333
be,merksem,Merksem,01,,51.25,4.45
be,merksplas,Merksplas,01,7963,51.366667,4.866667
be,merkt,Merkt,01,,51.033333,4.6
be,merkzeelse putten,Merkzeelse Putten,01,,51.033333,4.35
be,merlemont,Merlemont,07,,50.183333,4.616667
be,merlenest,Merlenest,02,,50.9,4.95
be,merleux han,Merleux Han,06,,49.833333,5.016667
be,merlin,Merlin,03,,50.55,3.383333
be,merny,Merny,06,,49.9,5.1
be,merols,Merols,04,,50.666667,6.066667
be,merrbeek,Merrbeek,02,,50.833333,4.766667
be,merrebeek,Merrebeek,02,,50.833333,4.766667
be,mersenhoven,Mersenhoven,05,,50.85,5.4
be,mertenne,Mertenne,07,,50.266667,4.366667
be,merxem,Merxem,01,,51.25,4.45
be,merxplas,Merxplas,01,,51.366667,4.866667
be,mery,Méry,04,,50.55,5.583333
be,mesen,Mesen,09,975,50.766667,2.9
be,meslin-l'eveque,Meslin-l'Eveque,03,,50.65,3.85
be,mesnil-eglise,Mesnil-Église,07,,50.166667,4.966667
be,mesnil,Mesnil,06,,49.7,5.5
be,mesnil-saint-blaise,Mesnil-Saint-Blaise,07,,50.166667,4.883333
be,mespelaar,Mespelaar,08,,51.083333,4.083333
be,mespelaere,Mespelaere,08,,51,4.066667
be,mespelare,Mespelare,08,,51,4.066667
be,messancy,Messancy,06,7144,49.6,5.816667
be,messelbroeck,Messelbroeck,02,,51,4.933333
be,messelbroek,Messelbroek,02,,51,4.933333
be,messines,Messines,09,,50.766667,2.9
be,messitert,Messitert,04,,50.683333,5.85
be,mesvin,Mesvin,03,,50.416667,3.95
be,metseren,Metseren,05,,50.85,5.183333
be,metsteren,Metsteren,05,,50.85,5.183333
be,mettecoven,Mettecoven,05,,50.783333,5.283333
be,mettekoven,Mettekoven,05,,50.783333,5.283333
be,mettet,Mettet,07,12014,50.316667,4.666667
be,metzeren,Metzeren,05,,50.85,5.183333
be,metzert,Metzert,06,,49.733333,5.783333
be,meulebeke,Meulebeke,09,10948,50.95,3.283333
be,meulebroek,Meulebroek,08,,51,3.533333
be,meuleken hol,Meuleken Hol,08,,51.233333,4.1
be,meuleken,Meuleken,08,,51.216667,3.75
be,meule meerschen,Meule Meerschen,08,,50.833333,4
be,meule meersen,Meule Meersen,08,,50.833333,4
be,meulenberg,Meulenberg,01,,51.133333,4.95
be,meulenberg,Meulenberg,05,,51.033333,5.4
be,meulen-cauter,Meulen-Cauter,02,,50.9,4.233333
be,meuleneinde,Meuleneinde,08,,51.116667,3.8
be,meulenhoek,Meulenhoek,08,,51.183333,3.683333
be,meulenkouter,Meulenkouter,02,,50.9,4.233333
be,meulentje,Meulentje,09,,50.966667,2.633333
be,meulestede,Meulestede,08,,51.083333,3.733333
be,meulestraat,Meulestraat,08,,50.833333,3.9
be,meulestraet,Meulestraet,08,,50.833333,3.9
be,meulewijk,Meulewijk,08,,50.983333,3.8
be,meulewijk,Meulewijk,09,,50.8,3.45
be,meurimont,Meurimont,07,,50.016667,4.633333
be,meusegem,Meusegem,02,,50.95,4.283333
be,meuseghem,Meuseghem,02,,50.95,4.283333
be,meuville,Meuville,04,,50.383333,5.75
be,meuwen,Meuwen,05,,51.1,5.516667
be,meux,Meux,07,,50.55,4.783333
be,mevergnies,Mévergnies,03,,50.6,3.85
be,meyboom,Meyboom,09,,51.033333,3.183333
be,meyerij,Meyerij,01,,51.1,4.866667
be,meyerode,Meyerode,04,,50.329167,6.189167
be,meygem,Meygem,08,,51.016667,3.533333
be,meylegem,Meylegem,08,,50.9,3.7
be,meyl,Meyl,01,,51.116667,4.583333
be,meyrode,Meyrode,04,,50.329167,6.189167
be,meysse,Meysse,02,,50.933333,4.333333
be,mheerberg,Mheerberg,05,,50.8,5.583333
be,mheer,Mheer,05,,50.8,5.583333
be,miami wijk,Miami Wijk,09,,51.183333,2.8
be,mianoye,Mianoye,07,,50.35,5.033333
be,miauvaing,Miauvaing,03,,50.65,3.566667
be,miavoye,Miavoye,07,,50.233333,4.783333
be,michamps,Michamps,06,,50.05,5.8
be,michelbeke,Michelbeke,08,,50.833333,3.766667
be,micheroux,Micheroux,04,,50.616667,5.716667
be,miclette,Miclette,03,,50.75,3.666667
be,microveld,Microveld,08,,51,4.033333
be,middelbourg,Middelbourg,08,,51.25,3.416667
be,middelbroek,Middelbroek,02,,51.016667,4.983333
be,middelburg,Middelburg,08,,51.25,3.416667
be,middeldorp,Middeldorp,08,,51.233333,3.5
be,middeleers,Middeleers,02,,50.75,4.016667
be,middelhof,Middelhof,04,,50.733333,5.883333
be,middelkerke-baden,Middelkerke-Baden,09,,51.183333,2.816667
be,middelkerke-bad,Middelkerke-Bad,09,,51.183333,2.816667
be,middelkerke bains,Middelkerke Bains,09,,51.183333,2.816667
be,middelkerke,Middelkerke,09,17789,51.183333,2.816667
be,middelveld,Middelveld,01,,51.266667,4.883333
be,middelwijk,Middelwijk,08,,50.95,3.7
be,middelwyk,Middelwyk,08,,50.95,3.7
be,midden hut,Midden Hut,02,,50.75,4.383333
be,miecret,Miécret,07,,50.366667,5.25
be,mielen-boven-aalst,Mielen-boven-Aalst,05,,50.75,5.2
be,mielen-sur-aelst,Mielen-sur-Aelst,05,,50.75,5.2
be,mienson,Mienson,03,,50.466667,4.45
be,mierchamps,Mierchamps,06,,50.133333,5.533333
be,miere,Mière,07,,50.366667,5
be,mignault,Mignault,03,,50.533333,4.15
be,mignee,Mignée,06,,50.333333,5.466667
be,mignees,Mignées,06,,50.333333,5.466667
be,mignonfa,Mignonfa,06,,50.25,5.566667
be,mignonsart,Mignonsart,06,,50.166667,5.5
be,mijel,Mijel,01,,51.116667,4.583333
be,mijerij,Mijerij,01,,51.1,4.866667
be,mijlbeek,Mijlbeek,08,,50.933333,4.083333
be,mijlbeke,Mijlbeke,08,,50.933333,4.083333
be,mijleke,Mijleke,08,,51,3.766667
be,mijlere,Mijlere,08,,51,3.766667
be,millegem,Millegem,01,,51.183333,4.55
be,milleghem,Milleghem,01,,51.183333,4.55
be,mille kapelle,Mille Kapelle,09,,50.816667,2.8
be,millekruis,Millekruis,09,,50.8,2.8
be,millekruisse,Millekruisse,09,,50.8,2.8
be,mille-kruysen,Mille-Kruysen,09,,50.8,2.8
be,mille,Mille,02,,50.8,4.75
be,millemont,Millemont,06,,50.016667,5.6
be,millen,Millen,05,,50.783333,5.55
be,millimont,Millimont,06,,50.016667,5.6
be,milliomont,Milliomont,06,,50.016667,5.6
be,millomont,Millomont,06,,50.016667,5.6
be,milmort,Milmort,04,,50.7,5.6
be,milombois,Milombois,03,,50.166667,4.35
be,milts,Milts,03,,50.65,4
be,minche,Minche,02,,50.733333,4.883333
be,minderhout,Minderhout,01,,51.416667,4.766667
be,minerie,Minerie,04,,50.666667,5.833333
be,minge,Minge,02,,50.733333,4.883333
be,mirfeld,Mirfeld,04,,50.3575,6.188056
be,mirwart,Mirwart,06,,50.05,5.266667
be,misbourg,Misbourg,06,,49.833333,5.666667
be,miscom,Miscom,02,,50.9,5.016667
be,miscum,Miscum,02,,50.9,5.016667
be,miserie,Miserie,09,,51.116667,3.35
be,miserik,Miserik,05,,50.933333,5.4
be,misirek,Misirek,05,,50.933333,5.4
be,miskom,Miskom,02,,50.9,5.016667
be,mispelburg,Mispelburg,09,,51.25,3
be,mista,Mista,04,,50.4,5.933333
be,mitswege,Mitswege,09,,51.1,3.05
be,mitsweg,Mitsweg,09,,51.1,3.05
be,mochamps,Mochamps,06,,50.1,5.416667
be,modave,Modave,04,3825,50.45,5.3
be,moderscheid,Möderscheid,04,,50.383333,6.183333
be,moeffenhoeven,Moeffenhoeven,01,,51.2,4.5
be,moeisstraat,Moeisstraat,08,,51,3.633333
be,moeistraat,Moeistraat,08,,51,3.633333
be,moelingen,Moelingen,05,,50.75,5.716667
be,moenebroek,Moenebroek,08,,50.816667,3.883333
be,moen,Moen,09,,50.766667,3.4
be,moerbeke,Moerbeke,08,5855,51.166667,3.933333
be,moerberg,Moerberg,01,,51.066667,4.816667
be,moerbroek,Moerbroek,01,,51.166667,4.8
be,moerbrugge,Moerbrugge,09,,51.166667,3.266667
be,moerdijck,Moerdijck,09,,51.133333,2.983333
be,moerdijk,Moerdijk,09,,51.133333,2.983333
be,moerdyk,Moerdyk,09,,51.133333,2.983333
be,moerebroek,Moerebroek,08,,50.816667,3.883333
be,moereinde,Moereinde,01,,51.25,4.783333
be,moere,Moere,09,,51.05,2.6
be,moeres,Moeres,09,,51.05,2.6
be,moereveld,Moereveld,09,,51.05,3.083333
be,moerheide,Moerheide,01,,51.05,4.316667
be,moerheide,Moerheide,08,,51.1,4.1
be,moerhoek,Moerhoek,01,,51.083333,4.333333
be,moerhoek,Moerhoek,09,,51.033333,2.65
be,moerhuize,Moerhuize,08,,51.233333,3.466667
be,moerhuizen,Moerhuizen,08,,51.233333,3.466667
be,moerkant,Moerkant,01,,51.45,4.433333
be,moerkerkebrug,Moerkerkebrug,09,,51.233333,3.35
be,moerkerke,Moerkerke,09,,51.25,3.333333
be,moerseke,Moerseke,08,,51.066667,4.15
be,moershoofde,Moershoofde,08,,51.233333,3.516667
be,moerstraat,Moerstraat,08,,51.033333,3.583333
be,moerstraet,Moerstraet,08,,51.033333,3.583333
be,moerzeke,Moerzeke,08,,51.066667,4.15
be,moeskroen,Moeskroen,03,,50.733333,3.216667
be,mogimont,Mogimont,06,,49.85,5.066667
be,moha,Moha,04,,50.55,5.166667
be,mohery,Mohery,04,,50.616667,5.066667
be,mohiville,Mohiville,07,,50.316667,5.183333
be,moignelee,Moignelée,07,,50.433333,4.566667
be,moinet,Moinet,06,,50.05,5.85
be,moircy,Moircy,06,,49.983333,5.466667
be,mokker,Mokker,09,,51.083333,2.933333
be,molaye,Molaye,04,,50.566667,5.266667
be,moldergem,Moldergem,08,,50.866667,3.716667
be,molehoek,Molehoek,08,,51.15,3.8
be,molehuizen,Molehuizen,05,,51.05,5.083333
be,moleken,Moleken,08,,51.166667,4.133333
be,molekens,Molekens,01,,51.166667,4.833333
be,molembais saint-josse,Molembais Saint-Josse,02,,50.7,4.883333
be,molembais saint-pierre,Molembais Saint-Pierre,02,,50.7,4.9
be,molembaix,Molembaix,03,,50.683333,3.416667
be,molem,Molem,05,,51,5.216667
be,molenaarelshoek,Molenaarelshoek,09,,50.866667,3
be,molenaarelsthoek,Molenaarelsthoek,09,,50.866667,3
be,molenaarshoek,Molenaarshoek,09,,50.866667,3
be,molenbaix,Molenbaix,03,,50.683333,3.416667
be,molenbeek,Molenbeek,11,,50.916667,4.95
be,molenbeek-saint-jean,Molenbeek-Saint-Jean,02,,50.85,4.316667
be,molenbeek-wersbeek,Molenbeek-Wersbeek,02,,50.916667,4.95
be,molenbeersel,Molenbeersel,05,,51.166667,5.733333
be,molenberg,Molenberg,01,,51.05,4.883333
be,molenberg,Molenberg,02,,50.766667,4.466667
be,molenberg,Molenberg,05,,50.933333,5.616667
be,molenberg,Molenberg,08,,51.166667,4.266667
be,molenbroek,Molenbroek,05,,50.833333,5.5
be,molenbruggenhoek,Molenbruggenhoek,09,,51.133333,2.8
be,molenbrughoek,Molenbrughoek,09,,51.133333,2.8
be,molendaal,Molendaal,02,,50.816667,4.766667
be,molendael,Molendael,02,,50.816667,4.766667
be,molendijk,Molendijk,08,,50.9,3.883333
be,molendorp,Molendorp,09,,51.116667,3.033333
be,moleneinde,Moleneinde,01,,51.15,4.683333
be,moleneinde,Moleneinde,08,,51.016667,3.95
be,moleneind,Moleneind,01,,51.283333,4.383333
be,molenheide,Molenheide,01,,51.233333,4.716667
be,molenheide,Molenheide,05,,50.983333,5.416667
be,molenheiken,Molenheiken,01,,51.35,4.65
be,molenhoek,Molenhoek,01,,51.116667,4.65
be,molenhoek,Molenhoek,02,,51.016667,4.333333
be,molenhoek,Molenhoek,08,,50.833333,3.983333
be,molenhoek,Molenhoek,09,,50.85,3.016667
be,molenkauter,Molenkauter,09,,50.933333,3.4
be,molenkouter,Molenkouter,02,,50.933333,4.333333
be,molenkouter,Molenkouter,08,,50.866667,3.8
be,molenkouter,Molenkouter,09,,50.933333,3.4
be,molenmeersen,Molenmeersen,08,,50.833333,4
be,molen,Molen,02,,50.95,4.7
be,molen,Molen,05,,50.983333,5.4
be,molenstedebroek,Molenstedebroek,02,,51,5
be,molenstede,Molenstede,02,,51,5.016667
be,molensteen,Molensteen,02,,50.816667,4.8
be,molenstraat,Molenstraat,01,,51.1,4.383333
be,molenstraat,Molenstraat,08,,50.833333,3.833333
be,molenstraet,Molenstraet,08,,51.233333,3.616667
be,molentje,Molentje,09,,50.966667,2.633333
be,molenveld,Molenveld,01,,51.166667,4.616667
be,molenveld,Molenveld,05,,51.016667,5.75
be,molenvloed,Molenvloed,01,,51.033333,4.866667
be,molenvloet,Molenvloet,01,,51.033333,4.866667
be,molenwijk,Molenwijk,08,,51.283333,4.266667
be,molenwijk,Molenwijk,09,,51.3,3.083333
be,molhem,Molhem,02,,50.933333,4.233333
be,molhem,Molhem,05,,51.15,5.433333
be,moligna,Moligna,07,,50.566667,4.85
be,molinfaing,Molinfaing,06,,49.883333,5.5
be,molinia,Molinia,07,,50.233333,5.166667
be,molinvau,Molinvau,04,,50.666667,5.55
be,molinvaux,Molinvaux,04,,50.666667,5.55
be,mollem,Mollem,02,,50.933333,4.233333
be,mollendaal,Mollendaal,02,,50.816667,4.766667
be,mollendel,Mollendel,02,,50.816667,4.766667
be,mollen,Mollen,05,,50.933333,5.05
be,mollent,Mollent,01,,51.183333,4.616667
be,moll,Moll,01,,51.183333,5.1
be,mol,Mol,01,32659,51.183333,5.1
be,molsbergen,Molsbergen,08,,51.1,4.016667
be,molsbroek,Molsbroek,08,,51.1,4.016667
be,molsveld,Molsveld,01,,51.183333,5.116667
be,mol ter neet,Mol ter Neet,01,,51.166667,4.633333
be,mol ter nete,Mol ter Nete,01,,51.166667,4.633333
be,molter-nethe,Molter-Nèthe,01,,51.166667,4.633333
be,momalle,Momalle,04,,50.683333,5.383333
be,momelette,Momelette,04,,50.683333,5.366667
be,momignies,Momignies,03,5183,50.033333,4.166667
be,monaville,Monaville,06,,50.05,5.7
be,monceau de berger,Monceau de Berger,02,,50.533333,4.516667
be,monceau du berger,Monceau du Berger,02,,50.533333,4.516667
be,monceau-imbrechies,Monceau-Imbrechies,03,,50.033333,4.216667
be,monceau,Monceau,03,,50.4,3.733333
be,monceau,Monceau,04,,50.383333,5.816667
be,monceau,Monceau,07,,49.9,4.983333
be,monceau-sur-sambre,Monceau-sur-Sambre,03,,50.416667,4.366667
be,monchenoulle,Monchenoulle,04,,50.35,5.7
be,monchenoul,Monchenoul,04,,50.35,5.7
be,mondekenstraat,Mondekenstraat,08,,51.016667,4.15
be,mon etable,Mon Étable,03,,50.333333,4.133333
be,mon-garni,Mon-Garni,03,,50.633333,3.316667
be,mon idee,Mon Idée,06,,49.85,5.5
be,mon idee,Mon Idée,07,,50.15,4.8
be,monin,Monin,07,,50.316667,5.15
be,mon-le-soie,Mon-le-Soie,06,,50.321944,5.962778
be,monobloc,Monobloc,09,,51.116667,2.7
be,monoblok,Monoblok,09,,51.116667,2.7
be,mon passage,Mon Passage,08,,50.75,3.816667
be,monplaisir,Monplaisir,02,,50.633333,4.216667
be,mon plaisir,Mon Plaisir,03,,50.65,3.65
be,mon plaisir,Mon Plaisir,07,,50.166667,4.4
be,monseufoy,Monseufoy,06,,50.016667,5.033333
be,mons,Mons,03,91277,50.45,3.933333
be,mons,Mons,04,,50.633333,5.45
be,monstreux,Monstreux,02,,50.6,4.283333
be,montagne,Montagne,03,,50.65,3.7
be,montaigu,Montaigu,02,,50.983333,4.983333
be,mont a leux,Mont à Leux,09,,50.716667,3.2
be,mont a lumay,Mont à Lumay,02,,50.75,4.883333
be,montbliart,Montbliart,03,,50.133333,4.233333
be,mont carni,Mont Carni,03,,50.633333,3.316667
be,mont de fosse,Mont de Fosse,04,,50.366667,5.866667
be,mont de houx,Mont de Houx,07,,50.3,4.9
be,mont de la justice,Mont de la Justice,07,,50.133333,5.233333
be,mont d'ellezelles,Mont d'Ellezelles,03,,50.75,3.683333
be,mont de mousny,Mont de Mousny,06,,50.116667,5.616667
be,mont derrieux,Mont Derrieux,06,,50.316667,5.65
be,montegnee,Montegnée,04,,50.65,5.516667
be,montenaaken,Montenaaken,02,,50.966667,4.916667
be,montenaeken,Montenaeken,05,,50.716667,5.116667
be,montenaken,Montenaken,02,,50.966667,4.916667
be,montenaken,Montenaken,05,,50.716667,5.116667
be,montenau,Montenau,04,,50.357222,6.121944
be,mont eribus,Mont Éribus,03,,50.433333,3.933333
be,monte-rigi,Monte-Rigi,04,,50.516667,6.066667
be,monteuville,Monteuville,07,,50.316667,5.4
be,mont falize,Mont Falize,04,,50.533333,5.216667
be,mont fauvieau,Mont Fauvieau,03,,50.55,3.666667
be,mont garni,Mont Garni,03,,50.5,3.833333
be,mont-gauthier,Mont-Gauthier,07,,50.216667,5.133333
be,mont hardeau,Mont Hardeau,06,,49.9,5.083333
be,monthouet,Monthouet,04,,50.416667,5.8
be,montifaux,Montifaux,03,,50.366667,4.166667
be,montignies-le-tilleul,Montignies-le-Tilleul,03,,50.383333,4.366667
be,montignies-lez-lens,Montignies-lez-Lens,03,,50.566667,3.933333
be,montignies,Montignies,03,,50.4,4.5
be,montignies-saint-christophe,Montignies-Saint-Christophe,03,,50.283333,4.183333
be,montignies-sur-roc,Montignies-sur-Roc,03,,50.366667,3.716667
be,montignies-sur-sambre,Montignies-sur-Sambre,03,,50.4,4.5
be,montil,Montil,02,,50.9,4.133333
be,montils,Montils,03,,50.6,3.85
be,mont jumont,Mont Jumont,03,,50.15,4.2
be,mont la chapelle,Mont la Chapelle,03,,50.7,3.9
be,montleban,Montleban,06,,50.2,5.833333
be,mont-les-houffalize,Mont-lès-Houffalize,06,,50.15,5.766667
be,mont le soie,Mont le Soie,06,,50.321944,5.962778
be,montliaux,Montliaux,03,,50.366667,4.016667
be,mont,Mont,04,,50.45,6.05
be,mont,Mont,06,,50.15,5.766667
be,mont,Mont,07,,50.35,4.883333
be,mont noir,Mont Noir,07,,50.3,4.883333
be,mont panisel,Mont Panisel,03,,50.433333,3.966667
be,mont-passage,Mont-Passage,08,,50.75,3.816667
be,montplainchamps,Montplainchamps,06,,49.816667,5.416667
be,mont plaisir,Mont Plaisir,02,,50.633333,4.216667
be,montplaisir,Montplaisir,02,,50.716667,4.116667
be,mont-plaisir,Mont-Plaisir,07,,50.25,4.533333
be,montplaisir,Montplaisir,07,,50.3,5.183333
be,montquintin,Montquintin,06,,49.55,5.466667
be,mont rigi,Mont Rigi,04,,50.516667,6.066667
be,montroeul-au-bois,Montroeul-au-Bois,03,,50.633333,3.566667
be,montroeul,Montroeul,03,,50.433333,3.7
be,montroeul-sur-haine,Montroeul-sur-Haine,03,,50.433333,3.7
be,mont rouge,Mont Rouge,03,,50.616667,3.45
be,mont rouge,Mont Rouge,09,,50.783333,2.766667
be,mont-saint amand,Mont-Saint Amand,08,,51.066667,3.75
be,mont-saint-andre,Mont-Saint-André,02,,50.65,4.866667
be,mont-saint-aubert,Mont-Saint-Aubert,03,,50.65,3.383333
be,mont-sainte-aldegonde,Mont-Sainte-Aldegonde,03,,50.433333,4.216667
be,mont-sainte-genevieve,Mont-Sainte-Geneviève,03,,50.366667,4.216667
be,mont-saint-guibert,Mont-Saint-Guibert,02,6557,50.633333,4.616667
be,mont saint-jean,Mont Saint-Jean,02,,50.683333,4.4
be,mont-saint-martin,Mont-Saint-Martin,02,,50.866667,4.833333
be,mont saint-pierre,Mont Saint-Pierre,02,,50.7,4.85
be,mont saint-pont,Mont Saint-Pont,02,,50.7,4.366667
be,monts,Monts,03,,50.316667,4.45
be,mont-sur-marchienne,Mont-sur-Marchienne,03,,50.383333,4.4
be,monty,Monty,06,,50.016667,5.633333
be,montzen,Montzen,04,,50.7,5.966667
be,monville,Monville,07,,50.283333,5.433333
be,mooregem,Mooregem,08,,50.85,3.55
be,moorenhoek,Moorenhoek,01,,51.1,4.433333
be,moorestraat,Moorestraat,08,,50.916667,3.75
be,moorhoek,Moorhoek,02,,51.016667,4.283333
be,moorlegem,Moorlegem,08,,50.916667,3.9
be,moor,Moor,01,,51.183333,4.583333
be,moorsberg,Moorsberg,05,,51.033333,5.533333
be,moorseele,Moorseele,09,,50.833333,3.15
be,moorsele,Moorsele,09,,50.833333,3.15
be,moorsel,Moorsel,02,,50.85,4.533333
be,moorsel,Moorsel,08,,50.95,4.1
be,moorsem,Moorsem,02,,51,4.783333
be,moors kamp,Moors Kamp,05,,51.1,5.783333
be,moorslede,Moorslede,09,10720,50.883333,3.066667
be,moorsom,Moorsom,02,,51,4.783333
be,moortebeek,Moortebeek,02,,50.85,4.283333
be,moortelhoek,Moortelhoek,08,,51.166667,4.1
be,moortelstraat,Moortelstraat,08,,51.116667,4.166667
be,moortsele,Moortsele,08,,50.966667,3.783333
be,moortzeele,Moortzeele,08,,50.966667,3.783333
be,mopertingen,Mopertingen,05,,50.866667,5.566667
be,morcelle,Morcelle,03,,50.7,3.683333
be,morckhoven,Morckhoven,01,,51.116667,4.8
be,moregem,Moregem,08,,50.85,3.55
be,morelmont,Morelmont,03,,50.5,4.3
be,morenhoek,Morenhoek,01,,51.1,4.433333
be,moresnet,Moresnet,04,,50.716667,5.983333
be,moressee,Moressée,07,,50.3,5.316667
be,morestraat,Morestraat,08,,50.916667,3.75
be,moreux,Moreux,03,,50.666667,3.5
be,morhet,Morhet,06,,49.966667,5.583333
be,morialme,Morialmé,07,,50.283333,4.566667
be,moriville,Moriville,06,,50.066667,5.533333
be,morkhoven,Morkhoven,01,,51.116667,4.8
be,morlanwelz-mariemont,Morlanwelz-Mariemont,03,,50.45,4.233333
be,morlanwelz,Morlanwelz,03,18233,50.45,4.233333
be,morlies,Morlies,03,,50.55,3.483333
be,mormont-la-grande,Mormont-La-Grande,06,,50.15,5.716667
be,mormont,Mormont,06,,50.1,5.333333
be,mornimont,Mornimont,07,,50.45,4.7
be,morsain,Morsain,02,,50.716667,4.7
be,morsaint,Morsaint,02,,50.716667,4.7
be,mortehan,Mortehan,06,,49.8,5.2
be,mortels rot,Mortels Rot,02,,50.95,4.816667
be,mortelstraat,Mortelstraat,08,,51.166667,4.3
be,mortier,Mortier,04,,50.683333,5.733333
be,mortinsart,Mortinsart,06,,49.716667,5.583333
be,mortroux,Mortroux,04,,50.716667,5.75
be,mortsel,Mortsel,01,24525,51.166667,4.466667
be,morville,Morville,06,,50.333333,5.533333
be,morville,Morville,07,,50.233333,4.75
be,moscou,Moscou,09,,51.066667,2.95
be,mosenfagne,Mosenfagne,04,,50.55,6
be,moskou,Moskou,09,,51.066667,2.95
be,mospert,Mospert,04,,50.633333,6.1
be,mosselbank,Mosselbank,08,,51.166667,4.25
be,mosseveldstraat,Mosseveldstraat,08,,51.05,3.966667
be,mossiat,Mossiat,07,,50.1,5.033333
be,mostdonck,Mostdonck,01,,51.116667,4.916667
be,mostdonk,Mostdonk,01,,51.116667,4.916667
be,most,Most,01,,51.166667,5.25
be,most,Most,09,,50.95,3.066667
be,mosvenne,Mosvenne,02,,51,4.666667
be,motbroek,Motbroek,02,,50.916667,4.883333
be,mothoek,Mothoek,02,,50.916667,4.883333
be,motmolen,Motmolen,05,,50.85,5.5
be,mot,Mot,02,,50.95,4.433333
be,motte,Motte,02,,50.983333,4.866667
be,motte,Motte,03,,50.466667,4.383333
be,motte,Motte,08,,50.833333,3.533333
be,mouffrin,Mouffrin,07,,50.316667,5.05
be,mouhin,Mouhin,04,,50.7,5.766667
be,mouland,Mouland,05,,50.75,5.716667
be,moulard,Moulard,03,,50.166667,4.166667
be,moulbaix,Moulbaix,03,,50.6,3.716667
be,moulignat,Moulignat,07,,50.25,4.383333
be,mouligneau,Mouligneau,03,,50.416667,4.3
be,moulin a papier,Moulin à Papier,03,,50.5,3.766667
be,moulin-a-vent,Moulin-à-Vent,04,,50.666667,5.433333
be,moulin a vent,Moulin à Vent,07,,50.483333,4.866667
be,moulin butor,Moulin Butor,03,,50.7,3.416667
be,moulin de gerard fontaine,Moulin de Gérard Fontaine,06,,49.8,5.05
be,moulin de la fosse,Moulin de la Fosse,06,,50.266667,5.633333
be,moulin de stave,Moulin de Stave,07,,50.283333,4.666667
be,moulin-du-puy,Moulin-du-Puy,04,,50.433333,5.866667
be,moulin du roy,Moulin du Roy,04,,50.433333,5.866667
be,moulin du ruy,Moulin du Ruy,04,,50.433333,5.866667
be,moulinel,Moulinel,03,,50.616667,3.266667
be,moulin manteau,Moulin Manteau,07,,49.966667,4.533333
be,moulin,Moulin,03,,50.65,3.45
be,moulin,Moulin,04,,50.483333,5.45
be,mouplan,Mouplan,03,,50.716667,3.85
be,mouplon,Mouplon,03,,50.716667,3.85
be,mourcourt,Mourcourt,03,,50.65,3.433333
be,mourimont,Mourimont,07,,50.016667,4.633333
be,mouscron,Mouscron,03,52069,50.733333,3.216667
be,mousny,Mousny,06,,50.1,5.616667
be,moustier,Moustier,03,,50.65,3.6
be,moustier,Moustier,07,,50.466667,4.683333
be,moustier-sur-sambre,Moustier-sur-Sambre,07,,50.466667,4.683333
be,mousty,Mousty,02,,50.666667,4.55
be,moutil,Moutil,02,,50.9,4.133333
be,mouzaive,Mouzaive,07,,49.85,4.966667
be,moxhe,Moxhe,04,,50.633333,5.083333
be,moxheron,Moxheron,04,,50.633333,5.083333
be,moyen,Moyen,06,,49.7,5.366667
be,mozet,Mozet,07,,50.433333,4.466667
be,muggenberg,Muggenberg,02,,50.916667,4.95
be,muggenberg,Muggenberg,05,,50.783333,5.516667
be,muide,Muide,08,,51.083333,3.733333
be,muidt,Muidt,03,,50.7,3.916667
be,muijkem,Muijkem,08,,51.2,3.733333
be,muijzel,Muijzel,09,,50.883333,3.3
be,muikem,Muikem,08,,51.2,3.733333
be,muilebeek,Muilebeek,02,,50.733333,3.983333
be,muilem,Muilem,08,,50.833333,3.966667
be,muilshoek,Muilshoek,01,,51.083333,4.55
be,muisbroekhoeve,Muisbroekhoeve,01,,51.283333,4.416667
be,muisbroekhof,Muisbroekhof,01,,51.283333,4.416667
be,muisbroek,Muisbroek,01,,51.283333,4.416667
be,muisbroek polder,Muisbroek Polder,01,,51.283333,4.416667
be,muiselaar,Muiselaar,09,,50.983333,3.266667
be,muisendijk,Muisendijk,05,,51.116667,5.6
be,muisenstraat,Muisenstraat,02,,51,4.5
be,muishoek,Muishoek,09,,51.033333,3
be,muishol,Muishol,08,,50.766667,3.483333
be,muisven,Muisven,05,,51.1,5.566667
be,muizeheide,Muizeheide,05,,51.033333,5.233333
be,muizelaar,Muizelaar,09,,50.983333,3.266667
be,muizel,Muizel,09,,50.883333,3.3
be,muizen dijk,Muizen Dijk,05,,51.116667,5.6
be,muizenheide,Muizenheide,05,,51.033333,5.233333
be,muizenhol,Muizenhol,08,,50.983333,3.6
be,muizen,Muizen,02,,51.016667,4.516667
be,muizen,Muizen,05,,50.766667,5.166667
be,muizenstraat,Muizenstraat,02,,51,4.5
be,mulheim,Mulheim,05,,51,5.716667
be,mulken,Mulken,05,,50.783333,5.433333
be,mulkerheide,Mulkerheide,05,,51.266667,5.533333
be,mulk,Mulk,05,,51.266667,5.55
be,mullem,Mullem,05,,51,5.716667
be,mullem,Mullem,08,,50.9,3.6
be,munckzwalm,Munckzwalm,08,,50.883333,3.733333
be,munkzwalm,Munkzwalm,08,,50.883333,3.733333
be,muno,Muno,06,,49.716667,5.166667
be,munsterbilsen,Munsterbilsen,05,,50.883333,5.516667
be,munsterbilzen,Munsterbilzen,05,,50.883333,5.516667
be,munte,Munte,08,,50.95,3.75
be,muntstraat,Muntstraat,08,,50.983333,4.033333
be,murrange,Murrange,04,,50.416667,6.3
